"parcel_id","state","district","land_area","land_type","land_use","number_of_owners","ownership_complexity","previous_dispute","previous_objections","land_value","estimated_compensation","environmental_risk","road_accessibility","distance_to_road","project_type","stakeholder_count","land_use_conflict","documentation_completeness","historical_acquisition_duration","acquisition_risk","acquisition_duration"
"SYN-LA-02220","Jharkhand","Gaya","3.91","Commercial","Fallow","1","1","0","1","3.44","4.59","8","5","10.16","Public utility","5","5","9","5.27","1","8.19"
"SYN-LA-02221","Jharkhand","Bhagalpur","7.45","Commercial","Commercial","4","5","1","1","2.62","2.75","4","6","7.75","Water management","13","4","7","6.84","2","9.94"
"SYN-LA-02222","Bihar","Bhojpur","3.21","Industrial","Multi-crop","4","5","1","1","0.8","0.93","6","9","11.58","","2","2","6","8.53","2","12.19"
"SYN-LA-02223","Jharkhand","Begusarai","6.86","Residential","Fallow","8","10","0","0","2.37","3.31","5","7","0.54","Public utility","16","2","8","12.58","1","14.01"
"SYN-LA-02224","Uttar Pradesh","Vaishali","16.42","Industrial","Fallow","5","5","1","1","13.86","17.61","2","6","6.53","Rail","","3","9","6.8","1","9.09"
"SYN-LA-02225","Bihar","Nalanda","2.7","Commercial","Residential","6","8","0","1","1.66","1.95","3","9","5.58","Industrial corridor","5","3","5","11.14","1","15.47"
"SYN-LA-02226","Uttar Pradesh","Ranchi","17.19","Industrial","Mixed use","6","6","0","0","10.52","12.25","7","6","9.57","Rail","8","4","7","10.11","1","12"
"SYN-LA-02227","","Muzaffarpur","","Forest buffer","Multi-crop","5","6","0","1","4.66","6.45","3","6","9.57","Road","17","5","5","12.86","2","18.25"
"SYN-LA-02228","","Begusarai","18.17","Commercial","Single-crop","7","7","1","3","15.28","18.78","2","6","4.92","Road","7","4","5","","2","18.47"
"SYN-LA-02229","Bihar","Begusarai","23.88","Commercial","Commercial","5","6","0","0","15.97","20.32","1","7","5.29","Industrial corridor","2","2","6","10.78","1","13.78"
"SYN-LA-02230","Bihar","Gaya","14.44","Residential","Residential","7","6","0","0","8.77","11.21","4","9","7.55","Water management","19","4","7","8.31","1","11.62"
"SYN-LA-02231","Uttar Pradesh","Patna","16.11","Agricultural","Single-crop","3","5","1","1","7.05","","3","","8.05","","14","4","7","6.94","1","12.41"
"SYN-LA-02232","Uttar Pradesh","Begusarai","23.55","Agricultural","Commercial","8","8","","0","8.69","9.8","7","","11.45","Road","19","4","5","7.92","2","12.02"
"SYN-LA-02233","Jharkhand","Gaya","14.4","Industrial","Multi-crop","2","4","1","2","11.68","15.49","4","9","7.8","Rail","7","3","6","","2","14.98"
"SYN-LA-02234","Jharkhand","Nalanda","7.74","Forest buffer","Mixed use","6","","0","0","6.11","8.25","4","2","8.2","Rail","18","1","6","11.64","2","12.06"
"SYN-LA-02235","","Muzaffarpur","18.95","Commercial","Single-crop","2","1","","0","16.21","20.28","8","6","9.63","Water management","17","4","6","9.4","1","12.33"
"SYN-LA-02236","Uttar Pradesh","Ranchi","14.05","Commercial","Mixed use","2","4","0","0","8.42","10.01","2","9","3.58","Industrial corridor","4","4","7","5.99","0","9.34"
"SYN-LA-02237","Uttar Pradesh","Gaya","18.93","Industrial","Commercial","1","","0","1","","10.52","8","9","3.72","Public utility","4","4","6","4.59","1","8.93"
"SYN-LA-02238","Bihar","Purnia","5.06","Residential","Mixed use","","4","0","0","1.82","2.21","7","9","6.52","Public utility","7","3","10","9.26","1","10.25"
"SYN-LA-02239","Bihar","Patna","22.3","Agricultural","Mixed use","","6","","0","10.5","14.55","8","7","3.08","Water management","2","2","6","7.2","1","9.17"
"SYN-LA-02240","Uttar Pradesh","Purnia","10.23","Commercial","Single-crop","4","6","0","0","1.85","1.93","1","4","5.55","Rail","3","2","8","9.1","1","10.64"
"SYN-LA-02241","Bihar","Saran","16.2","","Multi-crop","6","7","0","0","4.46","5.46","10","2","7.4","Water management","13","4","6","12.06","2","15.22"
"SYN-LA-02242","Bihar","Muzaffarpur","6.87","Forest buffer","Multi-crop","8","10","","0","4.66","5.7","8","5","4.7","Rail","13","1","3","12.11","2","15.36"
"SYN-LA-02243","Bihar","Dhanbad","","Agricultural","Multi-crop","7","9","0","0","9.94","11.56","5","7","4.17","Rail","5","","4","","1","13.55"
"SYN-LA-02244","Uttar Pradesh","Nalanda","7.73","Forest buffer","Single-crop","2","4","0","0","3.84","4.07","7","1","","Water management","17","4","9","12.01","1","12.94"
"SYN-LA-02245","","Muzaffarpur","8.15","Commercial","Mixed use","2","4","0","0","2.51","2.84","2","8","4.4","Water management","16","","9","8.31","0","10.06"
"SYN-LA-02246","Bihar","Bhojpur","9.89","Forest buffer","Single-crop","6","8","0","0","1.94","2.61","5","4","3.53","Road","7","0","7","7.2","1","7.8"
"","Bihar","Vaishali","13.17","Commercial","Commercial","3","2","1","0","10.68","14.37","4","9","9.54","Industrial corridor","5","3","8","10.85","1","13.47"
"SYN-LA-02248","Bihar","Bhojpur","8.99","","Fallow","5","6","1","4","2.53","2.67","0","","11.7","Road","6","3","7","17.14","3","24.27"
"SYN-LA-02249","Jharkhand","Patna","2.88","","Fallow","","9","0","1","1.14","1.58","6","7","6.24","Road","6","5","8","15.29","2","17.58"
"SYN-LA-02250","Jharkhand","Patna","9.85","Industrial","Single-crop","2","4","0","0","7.14","7.41","","6","","Public utility","3","2","","10.28","1","12.83"
"SYN-LA-02251","Bihar","Nalanda","13.37","Commercial","Fallow","1","2","0","0","8.37","10.87","6","3","5.62","Industrial corridor","11","3","9","11.18","1","11.91"
"SYN-LA-02252","Bihar","Purnia","1.53","Forest buffer","Fallow","3","4","0","0","0.5","0.59","2","6","4.58","Rail","15","1","10","8.51","0","7.44"
"SYN-LA-02253","Bihar","Ranchi","18.76","Forest buffer","Mixed use","3","3","0","0","11.88","16.45","2","5","0.89","Industrial corridor","12","3","8","10.39","1","11.62"
"SYN-LA-02254","Jharkhand","Saran","2.47","Forest buffer","Single-crop","6","6","0","0","0.85","0.98","5","5","10.87","Road","2","2","7","11.26","1","13.76"
"SYN-LA-02255","Bihar","Nalanda","0.9","Commercial","Residential","5","7","0","","","0.3","7","9","8.95","Rail","13","2","6","12.24","2","15.73"
"","Uttar Pradesh","Patna","5.35","Commercial","Single-crop","8","8","1","2","3.43","4.63","4","5","7.43","Road","4","1","4","11.5","2","15.99"
"","Jharkhand","Begusarai","1.29","Agricultural","","7","9","0","0","0.78","1.03","5","6","10.88","Water management","","5","6","8.09","1","12.16"
"SYN-LA-02258","Jharkhand","Muzaffarpur","11.47","Residential","Residential","7","6","0","0","2.41","","7","","9.52","Water management","9","5","","9.11","2","10.96"
"SYN-LA-02259","Jharkhand","Bhagalpur","10.74","Forest buffer","Single-crop","7","","0","0","7.49","8.25","3","3","8.94","Water management","","2","5","7.94","2","11.68"
"SYN-LA-02260","Uttar Pradesh","Purnia","4.21","Residential","Multi-crop","4","6","0","0","2.55","3.53","2","9","0.8","Rail","16","4","5","7.69","1","10.52"
"SYN-LA-02261","Jharkhand","Saran","9.86","Forest buffer","Multi-crop","7","9","1","1","8.14","9.14","9","2","5.62","Road","3","2","6","9.99","3","14.72"
"SYN-LA-02262","Bihar","Ranchi","9.51","Commercial","Mixed use","1","1","","0","1.8","1.91","1","10","9.31","Industrial corridor","2","1","7","7.48","0","8.87"
"SYN-LA-02263","Bihar","Begusarai","16.88","Residential","Residential","7","8","0","0","10.17","13.68","1","6","11.44","Public utility","17","4","5","11.38","2","14.76"
"SYN-LA-02264","Bihar","Dhanbad","16.35","Agricultural","Fallow","3","4","0","0","4.85","5.89","3","9","3.77","Water management","2","1","7","5.77","0","8.54"
"SYN-LA-02265","Jharkhand","Nalanda","21.61","Agricultural","Multi-crop","4","3","0","0","11.76","12.4","3","4","5.61","Water management","13","5","10","7.27","1","8.62"
"SYN-LA-02266","","Patna","15.36","Residential","Mixed use","","3","0","0","7.31","9.48","3","10","5.19","Industrial corridor","4","2","8","9.86","0","10.54"
"SYN-LA-02267","Jharkhand","Saran","17.84","Agricultural","Commercial","6","6","1","1","13.75","16.53","8","8","12.05","Rail","11","5","4","","3","17.97"
"SYN-LA-02268","","Dhanbad","10.42","Agricultural","Mixed use","7","8","0","0","5.6","7.27","5","9","8.44","Water management","11","2","4","10.39","1","12.09"
"SYN-LA-02269","Bihar","Saran","12.01","Commercial","Mixed use","7","8","0","0","4.62","5.04","4","8","11.31","Road","15","5","6","14.24","2","18.35"
"SYN-LA-02270","Uttar Pradesh","Ranchi","2.93","Commercial","Multi-crop","1","2","0","0","1.59","1.69","6","6","10.96","Industrial corridor","5","3","5","10.29","1","12.99"
"SYN-LA-02271","Uttar Pradesh","Bhojpur","23.26","Commercial","Residential","4","6","0","0","","8.38","5","8","7.65","Industrial corridor","8","2","10","","1","11"
"SYN-LA-02272","Jharkhand","Begusarai","7.18","Industrial","Commercial","3","5","0","0","6.27","6.78","6","6","1.89","Industrial corridor","14","3","8","7.63","1","10.18"
"SYN-LA-02273","Bihar","Bhojpur","10.16","Residential","Mixed use","8","10","0","0","8.64","9.35","","7","4.23","Industrial corridor","16","3","7","10.35","1","10.85"
"SYN-LA-02274","Uttar Pradesh","Purnia","14.56","Residential","Multi-crop","4","5","0","0","4.57","6.02","4","10","9.31","Rail","","0","9","5.63","0","4.61"
"SYN-LA-02275","Jharkhand","Muzaffarpur","17.65","Commercial","Multi-crop","7","7","0","0","12.42","15.9","3","7","1.08","Rail","20","5","","10.6","2","13.87"
"SYN-LA-02276","Bihar","Patna","11.87","Forest buffer","Fallow","1","1","0","1","","6.46","3","3","2.82","Public utility","12","5","6","6.88","1","11.83"
"SYN-LA-02277","Bihar","Dhanbad","2.14","Residential","Fallow","3","4","0","0","1.25","1.57","5","9","7.09","Public utility","11","3","7","7.32","1","8.51"
"SYN-LA-02278","Uttar Pradesh","Dhanbad","5.26","Residential","Fallow","6","7","0","","1.07","1.13","5","5","6","Industrial corridor","5","2","7","10.23","1","11.61"
"SYN-LA-02279","Bihar","Begusarai","7.56","Commercial","Fallow","6","5","0","0","5.05","6.94","4","6","5.3","Road","8","0","8","13.94","1","14.56"
"SYN-LA-02280","Uttar Pradesh","Saran","9.09","Agricultural","Single-crop","6","8","0","0","4.68","5.34","7","5","7.46","Road","20","3","4","9.86","2","14.28"
"SYN-LA-02281","Jharkhand","Patna","","Forest buffer","Residential","2","3","0","0","11","12.14","5","2","0.56","Water management","11","1","6","7.23","1","9.6"
"SYN-LA-02282","Uttar Pradesh","Purnia","15.95","Commercial","Residential","2","2","0","0","","6.97","1","10","12.08","Rail","13","2","7","6.09","0","9.08"
"SYN-LA-02283","Jharkhand","Muzaffarpur","22.45","Industrial","Multi-crop","3","2","0","0","13.86","14.98","1","8","8.28","Rail","16","4","6","7.55","1","10.92"
"SYN-LA-02284","Uttar Pradesh","Gaya","16.11","Residential","Single-crop","4","5","0","1","","13.88","0","7","6.1","Industrial corridor","16","","6","7.59","1","9.82"
"SYN-LA-02285","Bihar","Bhojpur","21.91","Commercial","Fallow","7","8","0","0","13.12","17.28","1","9","1.42","Road","12","0","6","8.34","1","8.52"
"SYN-LA-02286","","Patna","21.03","Commercial","Mixed use","1","1","0","0","16.39","17.5","5","8","9.11","Rail","13","0","7","9.59","1","9.57"
"SYN-LA-02287","Uttar Pradesh","Purnia","18.2","Commercial","Mixed use","8","9","0","0","14.66","20.5","0","9","6.52","Public utility","19","1","6","12.15","1","14.47"
"SYN-LA-02288","Jharkhand","","2.71","Forest buffer","Residential","8","10","0","0","1.75","2","2","2","6.75","Road","2","5","6","9.39","1","11.78"
"SYN-LA-02289","Uttar Pradesh","Vaishali","4.67","Forest buffer","Multi-crop","8","8","0","1","2.59","3.46","7","3","9.72","Road","13","0","7","10.39","2","11.52"
"SYN-LA-02290","Jharkhand","Dhanbad","11.77","Industrial","Single-crop","4","","0","0","10.11","11.2","1","10","3.31","Road","19","2","6","10.91","1","13.15"
"SYN-LA-02291","Uttar Pradesh","Bhojpur","1.32","Agricultural","Mixed use","6","6","0","0","1.03","1.21","3","3","2.78","Water management","10","3","6","8.87","1","10.57"
"SYN-LA-02292","Bihar","Ranchi","24.48","Commercial","Single-crop","7","7","0","0","10.63","14.15","5","8","5.28","","18","5","6","14.5","2","16.49"
"SYN-LA-02293","Uttar Pradesh","Patna","7.28","Residential","Multi-crop","5","5","1","3","5.16","5.83","6","6","3.71","Industrial corridor","11","2","8","10.28","2","15.14"
"SYN-LA-02294","Jharkhand","Begusarai","12.06","Forest buffer","Mixed use","","3","0","0","10.42","13.01","6","5","1.61","Water management","10","4","10","4.47","1","7.16"
"SYN-LA-02295","Bihar","Muzaffarpur","20.18","Industrial","Single-crop","3","5","","4","10.07","12.47","3","6","9.91","Road","13","2","10","9.59","2","14.51"
"SYN-LA-02296","Bihar","Purnia","2.64","Agricultural","Multi-crop","6","7","","0","0.9","1.22","6","5","0.53","Road","16","2","5","8.09","1","10.78"
"SYN-LA-02297","Uttar Pradesh","Purnia","2.87","Agricultural","Mixed use","","4","0","0","2.19","2.45","2","3","8.15","Water management","16","2","7","7.57","1","7.79"
"SYN-LA-02298","Uttar Pradesh","Muzaffarpur","19.13","Industrial","","7","9","0","0","","10.62","","7","9.45","Water management","3","2","8","11.36","1","12.18"
"SYN-LA-02299","Uttar Pradesh","Bhojpur","14.8","Agricultural","Multi-crop","4","6","","2","7.51","8.76","4","7","10.04","Water management","","2","9","11.73","1","14.11"
"SYN-LA-02300","Uttar Pradesh","Begusarai","17.54","Commercial","Commercial","5","","0","0","9.56","13.08","2","8","11.91","Rail","","5","10","6.36","1","9.25"
"SYN-LA-02301","Bihar","Patna","6.69","Residential","Mixed use","6","7","0","1","4.09","4.38","7","9","0.75","Public utility","16","5","4","10.61","2","13.95"
"SYN-LA-02302","Jharkhand","Patna","","Agricultural","Fallow","8","9","0","0","8.07","11.03","1","6","9.41","Rail","11","1","7","9.75","1","12.23"
"SYN-LA-02303","Uttar Pradesh","Bhojpur","6.25","Commercial","Fallow","","8","1","2","1.77","2.28","0","8","1.43","Industrial corridor","","4","7","11.65","1","16.09"
"SYN-LA-02304","Uttar Pradesh","Dhanbad","4.38","Industrial","Mixed use","6","7","0","0","3.14","3.92","3","9","11.67","Rail","9","4","7","12.6","1","14.3"
"SYN-LA-02305","Jharkhand","Muzaffarpur","15.12","Forest buffer","Residential","2","3","0","0","10.06","12.16","7","6","0.39","Industrial corridor","19","1","8","9.11","1","10.33"
"SYN-LA-02306","Jharkhand","Purnia","18.3","Industrial","Commercial","2","3","0","0","12.71","13.19","4","4","2.43","Water management","13","4","5","9.63","1","13.03"
"SYN-LA-02307","Jharkhand","Saran","24.35","Agricultural","Multi-crop","7","7","0","","5.37","5.84","1","5","4.03","Public utility","3","2","5","13.74","1","15.96"
"SYN-LA-02308","Bihar","Purnia","20.8","Industrial","Multi-crop","5","7","0","0","14.21","15.9","8","9","11.62","Public utility","17","4","6","13.36","2","16.64"
"SYN-LA-02309","Jharkhand","Saran","13.59","Industrial","Fallow","","5","1","4","8.1","9.58","","7","11.84","Public utility","7","4","9","10.63","2","16.19"
"SYN-LA-02310","Uttar Pradesh","Nalanda","2.8","Residential","Commercial","1","1","1","3","1.43","1.8","3","3","4.72","Water management","16","0","6","","1","13.96"
"SYN-LA-02311","Uttar Pradesh","Purnia","24.92","Residential","Mixed use","1","2","0","0","9.32","10.61","0","7","5.96","Industrial corridor","13","0","6","6.09","0","7.81"
"SYN-LA-02312","Uttar Pradesh","Bhagalpur","","","Fallow","4","4","0","0","5.1","6.51","5","","6.48","Water management","3","4","7","5.87","1","8.01"
"SYN-LA-02313","Jharkhand","Begusarai","5.21","Forest buffer","Mixed use","2","","0","0","2.87","3.22","9","5","8.61","Water management","20","4","9","9.49","1","12.51"
"SYN-LA-02314","Bihar","Ranchi","7.35","Residential","Single-crop","4","6","0","0","4.42","4.92","2","9","4.2","Water management","9","0","9","10.39","0","10.69"
"SYN-LA-02315","Uttar Pradesh","Muzaffarpur","5.82","Agricultural","Mixed use","5","7","0","0","2.55","3.45","6","10","4.22","Water management","20","2","5","6.36","1","8.16"
"SYN-LA-02316","Jharkhand","Begusarai","8.48","Industrial","Multi-crop","8","8","0","0","5.57","7.16","4","6","7.35","Industrial corridor","7","2","5","11.96","1","13.35"
"SYN-LA-02317","Uttar Pradesh","Dhanbad","18.35","Residential","Residential","3","4","0","0","12.22","17.06","5","7","6.7","Rail","17","1","6","8.69","1","11.69"
"SYN-LA-02318","Bihar","Vaishali","7.41","Forest buffer","Fallow","8","9","1","3","1.35","1.49","5","2","3.43","Road","4","1","5","11.07","3","16.89"
"SYN-LA-02319","Bihar","Saran","4.36","Industrial","Multi-crop","1","1","0","0","3.09","3.23","6","7","7.63","Rail","3","3","9","6.3","0","8.96"
"SYN-LA-02320","Bihar","Bhagalpur","21.34","Residential","Residential","7","9","0","1","12.73","15.84","3","4","5.88","Rail","6","4","4","8.04","2","11.16"
"SYN-LA-02321","Uttar Pradesh","Nalanda","8.69","Agricultural","Mixed use","5","6","0","0","3.72","4.75","3","4","8.85","Water management","13","3","6","11.42","1","13.84"
"SYN-LA-02322","Bihar","Vaishali","3.92","Industrial","Multi-crop","","2","1","4","2.63","3.05","","9","3.02","Industrial corridor","13","4","10","9.95","1","14.67"
"SYN-LA-02323","Jharkhand","Bhagalpur","3.97","Forest buffer","Fallow","3","3","1","3","1.74","2.34","2","3","5.3","Road","11","4","","13.84","1","17.41"
"SYN-LA-02324","Uttar Pradesh","Ranchi","8.48","Residential","Fallow","4","3","0","0","6.63","9.27","4","8","0.33","Public utility","20","","8","9.01","1","9.82"
"SYN-LA-02325","","Bhagalpur","13.16","Industrial","Single-crop","7","9","0","0","5.14","6.65","6","9","10.09","Public utility","17","0","5","11.22","2","11.78"
"SYN-LA-02326","Jharkhand","Purnia","12.7","","Residential","8","9","","1","4.25","5.04","4","2","10.33","Road","16","","","10.29","3","15.36"
"SYN-LA-02327","Bihar","Ranchi","1.21","","","5","5","0","0","0.84","1.02","3","4","2.89","Rail","2","2","9","9.44","0","11.19"
"SYN-LA-02328","Bihar","Purnia","","Residential","Residential","5","5","0","1","11.09","14.98","2","6","2.23","Road","14","6","7","12.38","1","14.83"
"SYN-LA-02329","Bihar","Vaishali","","Commercial","Single-crop","8","10","0","0","10.21","","4","4","","Road","18","3","4","11.05","2","12.62"
"SYN-LA-02330","Jharkhand","Muzaffarpur","18.22","Commercial","Residential","","8","1","2","12.35","16.62","7","5","5.55","Industrial corridor","10","1","8","13.27","2","17.85"
"","Bihar","Gaya","6.99","Agricultural","Fallow","1","2","0","0","5.65","6.4","3","8","3.6","Road","14","3","8","","0","7.74"
"SYN-LA-02332","Uttar Pradesh","Patna","21.37","Agricultural","Commercial","5","7","1","0","","6.16","2","8","4.83","Rail","14","6","8","6.04","1","8.65"
"SYN-LA-02333","Bihar","Bhojpur","22.73","Agricultural","Residential","8","8","0","0","4.79","6.33","7","7","","Industrial corridor","","4","4","13.68","2","18.17"
"SYN-LA-02334","Jharkhand","Saran","11.72","Agricultural","Single-crop","3","3","0","0","6.46","6.87","1","5","","Rail","3","","9","12.21","0","13.14"
"SYN-LA-02335","Jharkhand","Gaya","3.26","Commercial","Single-crop","3","4","","1","","2.93","4","4","6.39","Road","16","3","10","7.97","1","9.29"
"SYN-LA-02336","Jharkhand","Dhanbad","6.53","","Multi-crop","4","6","0","0","3.42","4.67","8","5","5.97","Rail","19","3","5","5.44","1","8.26"
